Week,14. Februar,1918,1919,1920,1933,1957,1958,1968,1969,1976,1977,1999,2005,AIDS,Acetylsalicylsäure,Adamantan,Adolf Mayer (Agronom),Akute Bronchitis,Akute Mittelohrentzündung,Alexander S. Kekulé,Allen Welsh Dulles,Allergie,Amantadin,Antibiotikum,Antigen,Antigendrift,Antigenerbsünde,Antigenshift,Antikörper,Asiatische Grippe,Astrologie,Bakterien,Berna Biotech,Bertolt Brecht,Biologische Schutzstufe,Biologische Sicherheitsstufe,Blutsenkungsreaktion,Charles Tomlinson Griffes,Cholecalciferol,Cholera,Coxsackie-Virus,Denguefieber,Desinfektion,Deutsch-Sowjetischer Krieg,Dilatative Kardiomyopathie,Dispositionsprophylaxe,Durchfall,Elektronenmikroskop,Enzephalitis,Epidemie,Epidemien,Epidemiologische Überwachung,Erbrechen,Erkrankungen des Atmungssystems,Erkältung,Eukalyptusöl,European Centre for Disease Prevention and Control,European Influenza Surveillance Scheme,Europäische Schlafkrankheit,Europäisches Zentrum für die Prävention und die Kontrolle von Krankheiten,Expositionsprophylaxe,Fieber,Franz Schönhuber,Frettchen,Frühsommer-Meningoenzephalitis,Gastroenteritis,Geflügelpest,Geflügelpestschutzverordnung,Gelbfieber,Gendrift,Generikum,Gilead Sciences,GlaxoSmithKline,Gliederschmerz,Grippe,Grippe (Begriffsklärung),Grippeimpfung,HIV,Haemophilus,Halsschmerzen,Hantaviren,Hausmittel,Haussperling,Hit and Run (Medizin),Hoffmann-La Roche,Hongkong-Grippe,Husten,Hygiene,Hämagglutination,Hämagglutinin (Influenzavirus A),Immunisierung,Immunsystem,Impfen,Impfkalender,Impfkritik,Impfstoff,Impfung,Infektion,Infektionsepidemiologisches Jahrbuch,Infektionskrankheit,Influenza,Influenza-A-Virus H1N1,Influenza-A-Virus H5N1,Influenza-Schnelltest,Influenzaimpfstoff,Influenzapandemie,Influenzavirus,Inkubationszeit,Intercell,Internationale statistische Klassifikation der Krankheiten und verwandter Gesundheitsprobleme,Jakow Michailowitsch Swerdlow,Johannes Paul II.,Jonas Salk,Kapsid,Klaus Stöhr,Kohortenisolierung,Krankheit,Krankheitserreger,Königsberg (Preußen),Laryngitis,Lassafieber,Lebendimpfstoff,Leitsymptom,Liste der Krankheiten des Atmungssystems nach ICD-10,Liste der unentbehrlichen Arzneimittel der Weltgesundheitsorganisation,Liste von Subtypen des Influenza-A-Virus,Listeria monocytogenes,Luftzug,Lungenentzündung,Lymphozytäre Choriomeningitis,MERS-CoV,MMW-Fortschritte der Medizin,Masern,Medical Research Council (UK),Meningitis,Mittelalter,Multiple Sklerose,Mundschutz (Medizin),Myalgie,Myokarditis,Myositis,Myxoviren,Māori,Nasensekret,National Institute for Medical Research,Nationaler Pandemieplan,Nationales Referenzzentrum,Nature,Neuraminidase,Neuraminidase-Hemmer,Nosokomiale Infektion,Novartis,Opioide,Orthomyxoviren,Orthomyxoviridae,Oseltamivir,PH-Wert,Paläoserologie,Pandemie,Pandemie H1N1 2009,Pandemie H1N1 2009/10,Patrick Laidlaw,Peramivir,Peru,Pest,Pfeiffer-Drüsenfieber,Pferdeinfluenza,Pharyngitis,Pneumokokken,Polymerase-Kettenreaktion,Preußen,Protein,Proteomik,Pseudokrupp,RIG-I,RNA-Virus,Resistenz,Respiratory-Syncytial-Virus,Reye-Syndrom,Rhinitis,Ribavirin,Richard Pfeiffer (Bakteriologe),Richard Shope,Rifttalfieber,Rimantadin,Robert Koch,Robert Koch-Institut,Robert Webster (Virologe),Russische Grippe,Sachsen-Anhalt,Schmierinfektion,Schwangerschaft,Schweinegrippe-Impfung,Schweineinfluenza,Schüttelfrost,Sekundärinfektion,Selbstmedikation,Shikimisäure,Sialinsäuren,Spanische Grippe,Speichel,Stammzelltransplantation,Staphylococcus aureus,Stomatitis vesicularis,Superinfektion,Symptom,Tamiflu,Theophyllin,Theoretische Biologie,Tilapia-Teich-Virus,Tollwut,Tracheobronchitis,Trinkwasser,Tröpfcheninfektion,Vektor (Biologie),Verbreitung von H5N1,Viren,Virologie,Virostatikum,Virusinfektion,Vogelgrippe H5N1,Vogelgrippe H7N9,Vögel,Weltgesundheitsorganisation,Wendell Meredith Stanley,West-Nil-Virus,Wirt (Biologie),World Health Organization,Zanamivir,Zecken,Zellkultur,Zervixkarzinom,Zikavirus-Epidemie 2015/2016,Zytokin,Zytokinsturm,Zytomegalie,Übersterblichkeit
2019-01,0.0,,,,,,,,,,,,,,2587.0,92.0,0.0,0.0,0.0,0.0,,1096.0,,1660.0,,43.0,8.0,37.0,,0.0,874.0,2089.0,0.0,,0.0,0.0,567.0,,,,302.0,962.0,568.0,0.0,0.0,10.0,772.0,542.0,641.0,,2.0,0.0,435.0,0.0,1019.0,95.0,,0.0,0.0,0.0,,,,,410.0,,108.0,1.0,813.0,300.0,498.0,,,23.0,,0.0,242.0,,,68.0,398.0,38.0,856.0,0.0,,74.0,253.0,,85.0,0.0,7.0,1005.0,10.0,78.0,6.0,300.0,1019.0,439.0,0.0,659.0,,0.0,0.0,73.0,32.0,0.0,,323.0,,0.0,0.0,0.0,,177.0,0.0,15.0,714.0,364.0,,,165.0,171.0,65.0,0.0,0.0,0.0,,55.0,1772.0,0.0,,0.0,1422.0,,,3384.0,0.0,0.0,259.0,861.0,,3.0,,412.0,,0.0,0.0,,,43.0,0.0,,1071.0,4.0,,,3206.0,1.0,,0.0,0.0,,,,2927.0,1652.0,28.0,,722.0,1475.0,,,138.0,568.0,,140.0,171.0,519.0,368.0,,,0.0,,97.0,17.0,,,0.0,0.0,,136.0,1403.0,46.0,306.0,425.0,47.0,46.0,68.0,112.0,0.0,416.0,376.0,,0.0,142.0,,,521.0,0.0,15.0,1445.0,,642.0,149.0,0.0,0.0,,131.0,273.0,494.0,0.0,0.0,1325.0,809.0,,199.0,0.0,,,586.0,304.0,439.0,0.0,641.0,52.0,488.0,14.0
2019-02,0.0,,,,,,,,,,,,,,4076.0,196.0,0.0,0.0,0.0,0.0,,1515.0,,2533.0,,64.0,10.0,79.0,,0.0,1121.0,3478.0,0.0,,0.0,0.0,986.0,,,,489.0,1392.0,1091.0,0.0,0.0,15.0,1094.0,931.0,908.0,,3.0,0.0,526.0,0.0,1374.0,132.0,,0.0,0.0,0.0,,1350.0,,,760.0,,168.0,3.0,1387.0,425.0,761.0,,,128.0,182.0,0.0,398.0,,,83.0,580.0,53.0,1124.0,0.0,,67.0,376.0,,138.0,0.0,13.0,1449.0,14.0,116.0,11.0,388.0,1588.0,815.0,0.0,1016.0,,0.0,0.0,147.0,54.0,0.0,,581.0,,0.0,0.0,0.0,,259.0,0.0,23.0,907.0,620.0,,,198.0,334.0,110.0,0.0,0.0,0.0,,116.0,2612.0,0.0,,0.0,2307.0,,,5140.0,0.0,0.0,352.0,903.0,,7.0,,549.0,,0.0,0.0,,,68.0,0.0,,1666.0,12.0,,,5835.0,3.0,,0.0,0.0,,,,4939.0,2804.0,47.0,,1145.0,2548.0,,,211.0,862.0,,233.0,299.0,814.0,523.0,,,0.0,,114.0,14.0,,,0.0,0.0,,222.0,2224.0,66.0,266.0,518.0,55.0,82.0,101.0,170.0,0.0,486.0,698.0,,0.0,201.0,,,805.0,0.0,21.0,2274.0,,1065.0,361.0,0.0,0.0,,114.0,338.0,658.0,0.0,0.0,2440.0,1399.0,,281.0,0.0,,,887.0,534.0,807.0,0.0,1070.0,72.0,969.0,36.0
2019-03,0.0,,,,,,,,,,,,,,4140.0,229.0,0.0,0.0,0.0,0.0,,1592.0,,2446.0,,71.0,9.0,87.0,,0.0,1123.0,3216.0,0.0,,0.0,0.0,1067.0,,,,483.0,1460.0,998.0,0.0,0.0,22.0,1065.0,875.0,1377.0,,5.0,0.0,608.0,0.0,1436.0,116.0,,0.0,0.0,0.0,,1533.0,,,716.0,,151.0,6.0,1473.0,494.0,780.0,,,75.0,196.0,0.0,412.0,,,75.0,673.0,64.0,1281.0,0.0,,70.0,310.0,,144.0,0.0,12.0,1647.0,19.0,146.0,5.0,408.0,1732.0,729.0,0.0,1086.0,,0.0,0.0,201.0,49.0,0.0,,582.0,,0.0,0.0,0.0,,239.0,0.0,34.0,964.0,675.0,,,174.0,375.0,127.0,0.0,0.0,0.0,,101.0,2451.0,0.0,,0.0,4205.0,,,5133.0,0.0,0.0,344.0,804.0,,17.0,,484.0,,0.0,0.0,,,106.0,0.0,,1714.0,7.0,,,5770.0,3.0,,0.0,0.0,,,,4564.0,3087.0,66.0,,1127.0,2675.0,,,246.0,1010.0,,244.0,285.0,899.0,519.0,,,0.0,,102.0,15.0,,,0.0,0.0,,222.0,2139.0,94.0,264.0,542.0,55.0,90.0,94.0,233.0,0.0,497.0,659.0,,0.0,212.0,,,877.0,0.0,28.0,2775.0,,1043.0,273.0,0.0,0.0,,120.0,403.0,677.0,0.0,0.0,2284.0,1781.0,,331.0,0.0,,,781.0,545.0,766.0,0.0,1030.0,73.0,975.0,28.0
2019-04,0.0,,,,,,,,,,,,,,8060.0,163.0,0.0,0.0,0.0,0.0,,1468.0,,2238.0,,86.0,17.0,77.0,,0.0,1087.0,2925.0,0.0,,0.0,0.0,1112.0,,,,986.0,1439.0,1059.0,0.0,0.0,26.0,1017.0,857.0,1107.0,,5.0,0.0,524.0,0.0,1657.0,186.0,,0.0,0.0,0.0,,2127.0,,,857.0,,173.0,5.0,1294.0,525.0,657.0,,,51.0,244.0,0.0,428.0,,,85.0,598.0,56.0,1276.0,0.0,,101.0,297.0,,135.0,0.0,21.0,1611.0,27.0,180.0,20.0,464.0,6265.0,715.0,0.0,936.0,,0.0,0.0,237.0,45.0,2.0,,565.0,,0.0,0.0,0.0,,278.0,0.0,45.0,953.0,651.0,,,197.0,425.0,128.0,0.0,0.0,0.0,,120.0,2656.0,0.0,,0.0,5136.0,,,4786.0,0.0,0.0,379.0,781.0,,18.0,,475.0,,0.0,0.0,,,107.0,0.0,,1696.0,5.0,,,5642.0,6.0,,0.0,0.0,,,,5150.0,2907.0,53.0,,915.0,2582.0,,,284.0,1104.0,,254.0,287.0,1303.0,538.0,,,0.0,,112.0,24.0,,,0.0,0.0,,223.0,2132.0,78.0,285.0,657.0,58.0,74.0,97.0,226.0,0.0,463.0,653.0,,0.0,213.0,,,773.0,0.0,26.0,2388.0,,1032.0,235.0,0.0,0.0,,127.0,397.0,590.0,0.0,0.0,2157.0,3468.0,,335.0,0.0,,,719.0,572.0,869.0,0.0,1046.0,87.0,894.0,23.0
2019-05,0.0,,,,,,,,,,,,,,4114.0,197.0,0.0,0.0,0.0,0.0,,1401.0,,2320.0,,96.0,11.0,83.0,,0.0,1146.0,3316.0,0.0,,0.0,0.0,1041.0,,,,540.0,1393.0,953.0,0.0,0.0,31.0,960.0,802.0,1392.0,,5.0,0.0,554.0,0.0,1882.0,154.0,,0.0,0.0,0.0,,2286.0,,,796.0,,153.0,9.0,1482.0,468.0,710.0,,,47.0,296.0,0.0,419.0,,,119.0,566.0,47.0,1421.0,0.0,,60.0,330.0,,148.0,0.0,15.0,1594.0,31.0,166.0,3.0,455.0,2316.0,675.0,0.0,992.0,,0.0,0.0,325.0,57.0,0.0,,589.0,,0.0,0.0,0.0,,308.0,0.0,50.0,894.0,632.0,,,247.0,400.0,127.0,0.0,0.0,0.0,,111.0,2864.0,0.0,,0.0,10105.0,,,4597.0,0.0,0.0,340.0,853.0,,9.0,,543.0,,0.0,0.0,,,96.0,0.0,,1614.0,13.0,,,5601.0,6.0,,0.0,0.0,,,,4462.0,2705.0,57.0,,995.0,2607.0,,,267.0,974.0,,270.0,254.0,1864.0,513.0,,,0.0,,119.0,17.0,,,0.0,0.0,,212.0,2031.0,83.0,485.0,667.0,63.0,68.0,117.0,176.0,0.0,446.0,607.0,,0.0,212.0,,,793.0,0.0,31.0,2427.0,,919.0,239.0,0.0,0.0,,109.0,380.0,662.0,0.0,0.0,2087.0,1660.0,,511.0,0.0,,,1191.0,686.0,784.0,0.0,1003.0,68.0,1017.0,30.0
2019-06,0.0,,,,,,,,,,,,,,3645.0,191.0,0.0,0.0,0.0,0.0,0.0,1454.0,,2184.0,,75.0,26.0,77.0,,0.0,1105.0,2844.0,0.0,,0.0,0.0,1044.0,,,,491.0,1272.0,969.0,0.0,0.0,22.0,903.0,768.0,1147.0,,9.0,0.0,501.0,0.0,1998.0,171.0,,0.0,0.0,0.0,,2383.0,,,826.0,,121.0,3.0,1180.0,515.0,722.0,,,44.0,315.0,0.0,438.0,,,88.0,509.0,49.0,980.0,0.0,,65.0,328.0,,120.0,0.0,28.0,1410.0,32.0,145.0,10.0,470.0,1656.0,672.0,0.0,978.0,,0.0,0.0,437.0,59.0,0.0,,604.0,,0.0,0.0,0.0,,370.0,0.0,54.0,839.0,617.0,,,221.0,417.0,131.0,0.0,0.0,0.0,,103.0,2873.0,0.0,,0.0,7808.0,,,4297.0,0.0,0.0,385.0,1095.0,,10.0,,527.0,,0.0,0.0,,,114.0,0.0,,1473.0,1.0,,,5361.0,1.0,,0.0,0.0,,,,4073.0,2703.0,151.0,,969.0,2549.0,,,225.0,895.0,,251.0,261.0,2284.0,536.0,,,0.0,,104.0,13.0,,,0.0,0.0,,201.0,2195.0,135.0,463.0,739.0,47.0,65.0,119.0,171.0,0.0,500.0,686.0,,0.0,206.0,,,941.0,0.0,20.0,2210.0,,963.0,262.0,0.0,0.0,,110.0,355.0,609.0,0.0,0.0,2137.0,1453.0,,373.0,0.0,,,776.0,543.0,763.0,0.0,980.0,68.0,902.0,53.0
2019-07,0.0,,,,,,,,,,,,,,3480.0,170.0,0.0,0.0,0.0,0.0,0.0,1403.0,,2078.0,,69.0,18.0,50.0,,0.0,990.0,2687.0,0.0,,0.0,0.0,932.0,,1324.0,,440.0,1130.0,901.0,0.0,0.0,20.0,886.0,751.0,960.0,,4.0,0.0,488.0,0.0,2091.0,135.0,,0.0,0.0,0.0,,2395.0,,,1459.0,,140.0,4.0,1111.0,504.0,711.0,,,28.0,354.0,0.0,393.0,,,76.0,502.0,46.0,1168.0,0.0,,69.0,366.0,,126.0,0.0,10.0,1463.0,30.0,165.0,14.0,386.0,1880.0,669.0,0.0,856.0,,0.0,0.0,465.0,57.0,0.0,,575.0,,0.0,0.0,0.0,,320.0,0.0,69.0,856.0,484.0,,,235.0,361.0,103.0,0.0,0.0,0.0,0.0,102.0,2516.0,0.0,,0.0,7524.0,,,4291.0,0.0,0.0,316.0,907.0,,5.0,,563.0,,0.0,0.0,,120.0,112.0,0.0,,1371.0,4.0,,,5126.0,1.0,,0.0,0.0,,,,3990.0,2677.0,115.0,,780.0,2308.0,,,246.0,748.0,,227.0,264.0,1769.0,466.0,,,0.0,,94.0,18.0,,,0.0,0.0,,223.0,2472.0,91.0,491.0,660.0,65.0,57.0,144.0,174.0,0.0,464.0,610.0,,0.0,216.0,,,730.0,0.0,25.0,2254.0,,867.0,238.0,0.0,0.0,,103.0,316.0,685.0,0.0,0.0,2274.0,1330.0,,281.0,0.0,,,992.0,456.0,691.0,0.0,854.0,66.0,846.0,50.0
2019-08,0.0,,,,,,,,,,,,,,3395.0,134.0,0.0,0.0,0.0,0.0,0.0,1415.0,,2066.0,,54.0,26.0,48.0,,0.0,974.0,2782.0,0.0,,0.0,0.0,953.0,,1345.0,,426.0,1208.0,859.0,0.0,0.0,9.0,914.0,772.0,976.0,,11.0,0.0,570.0,0.0,1916.0,156.0,,0.0,0.0,0.0,,2429.0,,,1072.0,,130.0,8.0,1141.0,520.0,678.0,,,40.0,340.0,0.0,313.0,,,74.0,537.0,47.0,1094.0,0.0,,78.0,350.0,,129.0,0.0,9.0,1447.0,24.0,158.0,15.0,344.0,1812.0,666.0,0.0,804.0,,0.0,0.0,424.0,46.0,0.0,,577.0,,0.0,0.0,0.0,,384.0,0.0,59.0,958.0,598.0,,,222.0,313.0,107.0,0.0,0.0,0.0,0.0,112.0,2143.0,0.0,,0.0,5687.0,,,4128.0,0.0,0.0,343.0,793.0,,5.0,,587.0,,0.0,0.0,,122.0,81.0,0.0,,1605.0,8.0,,,5130.0,4.0,,0.0,0.0,,,,4131.0,2606.0,78.0,,830.0,2257.0,,,212.0,756.0,,205.0,208.0,1717.0,435.0,,,0.0,,102.0,46.0,,,0.0,0.0,,174.0,1965.0,48.0,491.0,593.0,63.0,63.0,105.0,132.0,0.0,446.0,628.0,,0.0,195.0,,,643.0,0.0,16.0,2224.0,,919.0,248.0,0.0,0.0,,98.0,381.0,605.0,0.0,0.0,2083.0,1373.0,0.0,306.0,0.0,,,957.0,448.0,870.0,0.0,840.0,73.0,810.0,27.0
2019-09,0.0,,,,,,,,,,,,,,2857.0,125.0,0.0,0.0,0.0,0.0,0.0,1478.0,,1577.0,,50.0,18.0,42.0,,0.0,805.0,2221.0,0.0,,0.0,0.0,730.0,,1051.0,1235.0,295.0,1025.0,819.0,0.0,0.0,11.0,695.0,661.0,747.0,,5.0,0.0,458.0,0.0,1410.0,116.0,,0.0,0.0,0.0,,1867.0,,522.0,775.0,,95.0,5.0,959.0,390.0,579.0,,,31.0,257.0,0.0,248.0,,,81.0,380.0,40.0,940.0,0.0,,70.0,277.0,,80.0,0.0,12.0,1147.0,30.0,123.0,12.0,332.0,1526.0,566.0,0.0,819.0,,0.0,0.0,304.0,42.0,0.0,,462.0,,0.0,0.0,0.0,,385.0,0.0,43.0,943.0,469.0,,,146.0,261.0,62.0,0.0,0.0,0.0,0.0,91.0,1814.0,0.0,,0.0,5090.0,,2013.0,3523.0,0.0,0.0,295.0,756.0,,9.0,,431.0,,0.0,0.0,,71.0,69.0,0.0,,1123.0,8.0,,,3963.0,5.0,,0.0,0.0,,,,3179.0,2194.0,80.0,,673.0,1769.0,,,183.0,563.0,,153.0,182.0,1142.0,1893.0,,,0.0,,85.0,20.0,,,0.0,0.0,3914.0,150.0,1548.0,56.0,355.0,505.0,37.0,45.0,83.0,112.0,0.0,342.0,463.0,,0.0,169.0,,,495.0,0.0,11.0,1808.0,,803.0,197.0,0.0,0.0,,116.0,241.0,423.0,0.0,0.0,1761.0,1192.0,0.0,309.0,0.0,,,908.0,384.0,610.0,0.0,620.0,47.0,633.0,20.0
2019-10,0.0,,,,,,,,,,,,,,3909.0,96.0,0.0,0.0,0.0,0.0,0.0,1025.0,,1290.0,,52.0,7.0,44.0,,0.0,937.0,1937.0,0.0,,0.0,0.0,505.0,,762.0,1185.0,271.0,630.0,643.0,0.0,0.0,13.0,603.0,556.0,724.0,,5.0,0.0,352.0,0.0,1211.0,86.0,,0.0,0.0,0.0,,1432.0,,384.0,747.0,,95.0,2.0,710.0,304.0,478.0,,385.0,23.0,182.0,0.0,219.0,,,78.0,292.0,44.0,677.0,0.0,,46.0,212.0,,89.0,0.0,8.0,900.0,24.0,131.0,12.0,260.0,1399.0,614.0,0.0,664.0,,0.0,0.0,211.0,31.0,0.0,,363.0,,0.0,0.0,0.0,,397.0,0.0,41.0,645.0,367.0,,,102.0,209.0,65.0,0.0,0.0,0.0,0.0,81.0,1380.0,0.0,,0.0,4262.0,,1229.0,2926.0,0.0,0.0,238.0,620.0,,5.0,,346.0,,0.0,0.0,,66.0,59.0,0.0,,1168.0,5.0,,,3476.0,8.0,,0.0,0.0,,,,3288.0,1780.0,93.0,,505.0,1472.0,3012.0,,160.0,423.0,,161.0,181.0,729.0,380.0,,,0.0,,71.0,12.0,,,0.0,0.0,3260.0,120.0,1186.0,63.0,208.0,374.0,39.0,47.0,94.0,114.0,0.0,302.0,917.0,,0.0,170.0,,,383.0,0.0,13.0,1504.0,,723.0,150.0,0.0,0.0,,115.0,217.0,385.0,0.0,0.0,1343.0,933.0,0.0,341.0,0.0,,,814.0,352.0,486.0,0.0,642.0,57.0,458.0,14.0
