Week,14. Februar,1918,1919,1920,1933,1957,1958,1968,1969,1976,1977,1999,2005,AIDS,Acetylsalicylsäure,Adamantan,Adolf Mayer (Agronom),Akute Bronchitis,Akute Mittelohrentzündung,Alexander S. Kekulé,Allen Welsh Dulles,Allergie,Amantadin,Antibiotikum,Antigen,Antigendrift,Antigenerbsünde,Antigenshift,Antikörper,Asiatische Grippe,Astrologie,Bakterien,Berna Biotech,Bertolt Brecht,Biologische Schutzstufe,Biologische Sicherheitsstufe,Blutsenkungsreaktion,Charles Tomlinson Griffes,Cholecalciferol,Cholera,Coxsackie-Virus,Denguefieber,Desinfektion,Deutsch-Sowjetischer Krieg,Dilatative Kardiomyopathie,Dispositionsprophylaxe,Durchfall,Elektronenmikroskop,Enzephalitis,Epidemie,Epidemien,Epidemiologische Überwachung,Erbrechen,Erkrankungen des Atmungssystems,Erkältung,Eukalyptusöl,European Centre for Disease Prevention and Control,European Influenza Surveillance Scheme,Europäische Schlafkrankheit,Europäisches Zentrum für die Prävention und die Kontrolle von Krankheiten,Expositionsprophylaxe,Fieber,Franz Schönhuber,Frettchen,Frühsommer-Meningoenzephalitis,Gastroenteritis,Geflügelpest,Geflügelpestschutzverordnung,Gelbfieber,Gendrift,Generikum,Gilead Sciences,GlaxoSmithKline,Gliederschmerz,Grippe,Grippe (Begriffsklärung),Grippeimpfung,HIV,Haemophilus,Halsschmerzen,Hantaviren,Hausmittel,Haussperling,Hit and Run (Medizin),Hoffmann-La Roche,Hongkong-Grippe,Husten,Hygiene,Hämagglutination,Hämagglutinin (Influenzavirus A),Immunisierung,Immunsystem,Impfen,Impfkalender,Impfkritik,Impfstoff,Impfung,Infektion,Infektionsepidemiologisches Jahrbuch,Infektionskrankheit,Influenza,Influenza-A-Virus H1N1,Influenza-A-Virus H5N1,Influenza-Schnelltest,Influenzaimpfstoff,Influenzapandemie,Influenzavirus,Inkubationszeit,Intercell,Internationale statistische Klassifikation der Krankheiten und verwandter Gesundheitsprobleme,Jakow Michailowitsch Swerdlow,Johannes Paul II.,Jonas Salk,Kapsid,Klaus Stöhr,Kohortenisolierung,Krankheit,Krankheitserreger,Königsberg (Preußen),Laryngitis,Lassafieber,Lebendimpfstoff,Leitsymptom,Liste der Krankheiten des Atmungssystems nach ICD-10,Liste der unentbehrlichen Arzneimittel der Weltgesundheitsorganisation,Liste von Subtypen des Influenza-A-Virus,Listeria monocytogenes,Luftzug,Lungenentzündung,Lymphozytäre Choriomeningitis,MERS-CoV,MMW-Fortschritte der Medizin,Masern,Medical Research Council (UK),Meningitis,Mittelalter,Multiple Sklerose,Mundschutz (Medizin),Myalgie,Myokarditis,Myositis,Myxoviren,Māori,Nasensekret,National Institute for Medical Research,Nationaler Pandemieplan,Nationales Referenzzentrum,Nature,Neuraminidase,Neuraminidase-Hemmer,Nosokomiale Infektion,Novartis,Opioide,Orthomyxoviren,Orthomyxoviridae,Oseltamivir,PH-Wert,Paläoserologie,Pandemie,Pandemie H1N1 2009,Pandemie H1N1 2009/10,Patrick Laidlaw,Peramivir,Peru,Pest,Pfeiffer-Drüsenfieber,Pferdeinfluenza,Pharyngitis,Pneumokokken,Polymerase-Kettenreaktion,Preußen,Protein,Proteomik,Pseudokrupp,RIG-I,RNA-Virus,Resistenz,Respiratory-Syncytial-Virus,Reye-Syndrom,Rhinitis,Ribavirin,Richard Pfeiffer (Bakteriologe),Richard Shope,Rifttalfieber,Rimantadin,Robert Koch,Robert Koch-Institut,Robert Webster (Virologe),Russische Grippe,Sachsen-Anhalt,Schmierinfektion,Schwangerschaft,Schweinegrippe-Impfung,Schweineinfluenza,Schüttelfrost,Sekundärinfektion,Selbstmedikation,Shikimisäure,Sialinsäuren,Spanische Grippe,Speichel,Stammzelltransplantation,Staphylococcus aureus,Stomatitis vesicularis,Superinfektion,Symptom,Tamiflu,Theophyllin,Theoretische Biologie,Tilapia-Teich-Virus,Tollwut,Tracheobronchitis,Trinkwasser,Tröpfcheninfektion,Vektor (Biologie),Verbreitung von H5N1,Viren,Virologie,Virostatikum,Virusinfektion,Vogelgrippe H5N1,Vogelgrippe H7N9,Vögel,Weltgesundheitsorganisation,Wendell Meredith Stanley,West-Nil-Virus,Wirt (Biologie),World Health Organization,Zanamivir,Zecken,Zellkultur,Zervixkarzinom,Zikavirus-Epidemie 2015/2016,Zytokin,Zytokinsturm,Zytomegalie,Übersterblichkeit
2014-01,0.0,,,,,,,,,,,,,,12.0,213.0,0.0,0.0,0.0,0.0,,3226.0,,3959.0,,121.0,0.0,121.0,,0.0,2042.0,6393.0,0.0,,0.0,0.0,1258.0,,,,690.0,3513.0,1075.0,0.0,0.0,20.0,3550.0,783.0,2575.0,,17.0,0.0,1379.0,0.0,12.0,0.0,,0.0,0.0,0.0,,,,,1.0,,6.0,1.0,1736.0,390.0,1231.0,,,110.0,,0.0,540.0,,,535.0,1081.0,105.0,1731.0,0.0,,114.0,1554.0,,1.0,0.0,313.0,1984.0,82.0,313.0,43.0,569.0,2339.0,1455.0,0.0,1315.0,,0.0,0.0,54.0,1.0,8.0,,1166.0,,0.0,0.0,0.0,,355.0,0.0,3.0,1332.0,643.0,,,243.0,231.0,188.0,0.0,0.0,0.0,,169.0,9.0,0.0,,0.0,3648.0,,,8560.0,0.0,0.0,905.0,4390.0,,18.0,,1386.0,,0.0,0.0,,,89.0,0.0,,1837.0,23.0,,,5506.0,0.0,,0.0,0.0,,,,19283.0,9.0,56.0,,1402.0,2113.0,,,258.0,2192.0,,275.0,420.0,1417.0,709.0,,,0.0,,63.0,30.0,,,0.0,0.0,,459.0,6355.0,120.0,175.0,2.0,4.0,92.0,0.0,2.0,0.0,745.0,1539.0,,0.0,323.0,,,1055.0,0.0,0.0,3503.0,,1345.0,1.0,0.0,0.0,,223.0,602.0,1262.0,0.0,0.0,20.0,1506.0,,356.0,0.0,,,1314.0,421.0,1875.0,0.0,907.0,4.0,1624.0,0.0
2014-02,0.0,,,,,,,,,,,,,,11.0,312.0,0.0,0.0,0.0,0.0,,4701.0,,5837.0,,139.0,2.0,152.0,,0.0,2450.0,8610.0,0.0,,0.0,0.0,2519.0,,,,1205.0,4764.0,1664.0,0.0,0.0,34.0,4784.0,1420.0,3406.0,,20.0,0.0,1529.0,0.0,11.0,2.0,,0.0,0.0,0.0,,5762.0,,,2.0,,2.0,0.0,3374.0,1083.0,1848.0,,,125.0,633.0,0.0,773.0,,,549.0,1238.0,107.0,2054.0,0.0,,125.0,1779.0,,1.0,0.0,660.0,3699.0,94.0,688.0,44.0,917.0,3494.0,2277.0,0.0,2029.0,,0.0,0.0,90.0,0.0,8.0,,1801.0,,0.0,0.0,0.0,,529.0,0.0,0.0,2139.0,1258.0,,,270.0,502.0,267.0,0.0,0.0,0.0,,136.0,11.0,0.0,,0.0,5815.0,,,12715.0,0.0,0.0,1296.0,3050.0,,22.0,,1576.0,,0.0,0.0,,,140.0,0.0,,2679.0,25.0,,,11819.0,1.0,,0.0,0.0,,,,12625.0,9.0,71.0,,2464.0,4763.0,,,425.0,3130.0,,392.0,720.0,1198.0,1080.0,,,0.0,,78.0,52.0,,,0.0,0.0,,665.0,9475.0,166.0,318.0,9.0,4.0,106.0,0.0,2.0,0.0,1184.0,2057.0,,0.0,468.0,,,1916.0,0.0,0.0,5254.0,,2238.0,2.0,0.0,0.0,,266.0,742.0,1945.0,0.0,0.0,26.0,2257.0,,433.0,0.0,,,2192.0,831.0,3157.0,0.0,1506.0,2.0,2956.0,1.0
2014-03,0.0,,,,,,,,,,,,,,16.0,329.0,0.0,0.0,0.0,0.0,,5324.0,,6513.0,,158.0,0.0,175.0,,0.0,2445.0,9683.0,0.0,,0.0,0.0,3180.0,,,,1275.0,4832.0,1881.0,0.0,0.0,33.0,5336.0,1563.0,3222.0,,36.0,0.0,1822.0,0.0,6.0,3.0,,0.0,0.0,0.0,,6214.0,,,4.0,,4.0,0.0,3669.0,833.0,2116.0,,,111.0,646.0,0.0,853.0,,,555.0,1554.0,112.0,2291.0,0.0,,275.0,1951.0,,0.0,0.0,841.0,4196.0,118.0,703.0,65.0,1055.0,4399.0,2659.0,0.0,2475.0,,0.0,0.0,100.0,0.0,9.0,,2006.0,,0.0,0.0,0.0,,549.0,0.0,0.0,2410.0,1377.0,,,552.0,593.0,331.0,0.0,0.0,0.0,,170.0,19.0,0.0,,0.0,7211.0,,,13120.0,0.0,0.0,1500.0,4820.0,,11.0,,1535.0,,0.0,0.0,,,176.0,0.0,,3007.0,24.0,,,13919.0,3.0,,0.0,0.0,,,,10883.0,6.0,85.0,,4386.0,5391.0,,,561.0,4376.0,,372.0,796.0,1441.0,1321.0,,,0.0,,65.0,33.0,,,0.0,0.0,,770.0,11693.0,200.0,518.0,7.0,1.0,125.0,0.0,1.0,0.0,1343.0,2351.0,,0.0,465.0,,,2127.0,0.0,0.0,5713.0,,2754.0,3.0,0.0,0.0,,316.0,854.0,2179.0,0.0,0.0,24.0,2607.0,,459.0,0.0,,,2324.0,1017.0,3596.0,0.0,1735.0,3.0,3476.0,1.0
2014-04,0.0,,,,,,,,,,,,,,8.0,324.0,0.0,0.0,0.0,0.0,,5485.0,,6261.0,,208.0,0.0,222.0,,0.0,2341.0,9625.0,0.0,,0.0,0.0,3146.0,,,,1328.0,4295.0,1922.0,0.0,0.0,30.0,5163.0,1441.0,3204.0,,33.0,0.0,1828.0,0.0,22.0,0.0,,0.0,0.0,0.0,,6712.0,,,2.0,,6.0,0.0,3589.0,944.0,2156.0,,,111.0,682.0,0.0,846.0,,,529.0,1445.0,137.0,2367.0,0.0,,104.0,1815.0,,0.0,0.0,718.0,4256.0,128.0,766.0,40.0,1103.0,4305.0,2706.0,0.0,2615.0,,0.0,0.0,119.0,0.0,5.0,,1904.0,,0.0,0.0,0.0,,593.0,0.0,1.0,2387.0,1294.0,,,348.0,623.0,323.0,0.0,0.0,0.0,,208.0,20.0,0.0,,0.0,7588.0,,,12258.0,0.0,0.0,1432.0,3402.0,,23.0,,1515.0,,0.0,0.0,,,159.0,0.0,,3135.0,35.0,,,12976.0,0.0,,0.0,0.0,,,,12016.0,7.0,65.0,,4534.0,5334.0,,,469.0,5707.0,,390.0,735.0,1929.0,1395.0,,,0.0,,89.0,49.0,,,0.0,0.0,,778.0,10072.0,166.0,419.0,8.0,0.0,142.0,0.0,3.0,0.0,1381.0,2864.0,,0.0,504.0,,,2135.0,0.0,0.0,5411.0,,2608.0,3.0,0.0,0.0,,295.0,799.0,2197.0,0.0,0.0,22.0,2547.0,,477.0,0.0,,,2562.0,972.0,3741.0,0.0,1673.0,8.0,3465.0,0.0
2014-05,0.0,,,,,,,,,,,,,,33.0,425.0,0.0,0.0,0.0,0.0,,5055.0,,6352.0,,191.0,1.0,183.0,,0.0,2248.0,8665.0,0.0,,0.0,0.0,3205.0,,,,1403.0,4061.0,1968.0,0.0,0.0,37.0,5468.0,1613.0,3006.0,,51.0,0.0,1821.0,0.0,15.0,2.0,,0.0,0.0,0.0,,7067.0,,,1.0,,7.0,0.0,3196.0,954.0,2280.0,,,155.0,730.0,0.0,964.0,,,599.0,1582.0,163.0,2640.0,0.0,,100.0,1892.0,,0.0,0.0,648.0,3973.0,120.0,811.0,71.0,1096.0,4285.0,2617.0,0.0,2306.0,,0.0,0.0,134.0,0.0,4.0,,1801.0,,0.0,0.0,0.0,,642.0,0.0,0.0,2454.0,1127.0,,,354.0,637.0,348.0,0.0,0.0,0.0,,214.0,20.0,0.0,,0.0,10181.0,,,11876.0,0.0,0.0,1454.0,3144.0,,27.0,,1580.0,,0.0,0.0,,,209.0,0.0,,3112.0,44.0,,,13223.0,1.0,,0.0,0.0,,,,15345.0,15.0,102.0,,3176.0,5235.0,,,458.0,5569.0,,436.0,852.0,2475.0,1487.0,,,0.0,,111.0,67.0,,,0.0,0.0,,722.0,9175.0,175.0,428.0,5.0,2.0,171.0,2.0,1.0,0.0,1234.0,2613.0,,0.0,571.0,,,2199.0,0.0,0.0,4946.0,,2576.0,6.0,0.0,0.0,,327.0,819.0,2184.0,0.0,0.0,47.0,2586.0,,494.0,0.0,,,2243.0,899.0,3923.0,0.0,1726.0,5.0,3369.0,1.0
2014-06,0.0,,,,,,,,,,,,,,23.0,423.0,0.0,0.0,0.0,0.0,0.0,5007.0,,6175.0,,180.0,0.0,205.0,,0.0,2060.0,8984.0,0.0,,0.0,0.0,3158.0,,,,1441.0,3867.0,1965.0,0.0,0.0,40.0,5250.0,1343.0,2856.0,,35.0,0.0,1932.0,0.0,16.0,1.0,,0.0,0.0,0.0,,7313.0,,,0.0,,7.0,0.0,3178.0,959.0,2228.0,,,157.0,750.0,0.0,950.0,,,675.0,1576.0,133.0,2389.0,0.0,,131.0,2143.0,,2.0,0.0,746.0,4056.0,88.0,988.0,56.0,1101.0,4125.0,2526.0,0.0,2507.0,,0.0,0.0,149.0,0.0,24.0,,1808.0,,0.0,0.0,0.0,,595.0,0.0,1.0,2390.0,1266.0,,,310.0,699.0,355.0,0.0,0.0,0.0,,185.0,43.0,0.0,,0.0,11125.0,,,11303.0,0.0,0.0,1363.0,3240.0,,28.0,,1738.0,,0.0,0.0,,,204.0,0.0,,3053.0,38.0,,,13665.0,1.0,,0.0,0.0,,,,12166.0,19.0,125.0,,3384.0,5142.0,,,496.0,5421.0,,408.0,871.0,2902.0,1373.0,,,0.0,,123.0,50.0,,,0.0,0.0,,669.0,9843.0,211.0,520.0,1.0,1.0,168.0,0.0,2.0,0.0,1392.0,2473.0,,0.0,483.0,,,2150.0,0.0,0.0,5171.0,,2327.0,4.0,0.0,0.0,,321.0,754.0,2182.0,0.0,0.0,36.0,2587.0,,547.0,0.0,,,2249.0,962.0,4015.0,0.0,1628.0,5.0,3451.0,0.0
2014-07,0.0,,,,,,,,,,,,,,26.0,341.0,0.0,0.0,0.0,0.0,0.0,5131.0,,6686.0,,146.0,0.0,161.0,,0.0,2067.0,8794.0,0.0,,0.0,0.0,3065.0,,14802.0,,1300.0,3754.0,2072.0,0.0,0.0,34.0,5275.0,1413.0,3066.0,,45.0,0.0,1760.0,0.0,8.0,0.0,,0.0,0.0,0.0,,7607.0,,,4.0,,5.0,0.0,3194.0,1298.0,1968.0,,,154.0,811.0,0.0,848.0,,,559.0,1382.0,125.0,2185.0,0.0,,119.0,2062.0,,0.0,0.0,655.0,4001.0,84.0,950.0,64.0,947.0,4009.0,2438.0,0.0,2613.0,,0.0,0.0,119.0,1.0,11.0,,1811.0,,0.0,0.0,0.0,,536.0,0.0,0.0,2290.0,1338.0,,,315.0,606.0,308.0,0.0,0.0,0.0,0.0,222.0,35.0,0.0,,0.0,9805.0,,,10538.0,0.0,0.0,1403.0,3114.0,,23.0,,1720.0,,0.0,0.0,,283.0,208.0,0.0,,2956.0,23.0,,,13235.0,0.0,,0.0,0.0,,,,22878.0,15.0,106.0,,3530.0,5284.0,,,446.0,5162.0,,368.0,875.0,3059.0,1186.0,,,0.0,,88.0,78.0,,,0.0,0.0,,695.0,9317.0,186.0,572.0,3.0,0.0,166.0,0.0,0.0,0.0,1277.0,2110.0,,0.0,514.0,,,1861.0,0.0,0.0,4998.0,,2313.0,0.0,0.0,0.0,,284.0,834.0,2506.0,0.0,0.0,26.0,2486.0,,534.0,0.0,,,2463.0,948.0,3773.0,0.0,1476.0,5.0,3405.0,0.0
2014-08,0.0,,,,,,,,,,,,,,21.0,324.0,0.0,0.0,0.0,0.0,0.0,4944.0,,6252.0,,121.0,1.0,145.0,,0.0,2059.0,8406.0,0.0,,0.0,0.0,2665.0,,14313.0,,1203.0,3853.0,1839.0,0.0,0.0,43.0,5110.0,1196.0,2748.0,,36.0,0.0,1808.0,0.0,18.0,2.0,,0.0,0.0,0.0,,7674.0,,,3.0,,3.0,1.0,2895.0,1219.0,2028.0,,,154.0,767.0,0.0,609.0,,,689.0,1427.0,121.0,2306.0,0.0,,100.0,2148.0,,2.0,0.0,684.0,3854.0,98.0,788.0,32.0,842.0,3656.0,2409.0,0.0,2504.0,,0.0,0.0,148.0,1.0,11.0,,1983.0,,0.0,0.0,0.0,,474.0,0.0,0.0,2320.0,1206.0,,,304.0,500.0,292.0,0.0,0.0,0.0,0.0,169.0,28.0,0.0,,0.0,7350.0,,,10185.0,0.0,0.0,1412.0,3079.0,,27.0,,1730.0,,0.0,0.0,,287.0,124.0,0.0,,2845.0,28.0,,,12847.0,1.0,,0.0,0.0,,,,8598.0,17.0,128.0,,3418.0,4853.0,,,392.0,4782.0,,309.0,821.0,2823.0,1126.0,,,0.0,,94.0,38.0,,,0.0,0.0,,643.0,9052.0,180.0,542.0,5.0,3.0,129.0,4.0,2.0,0.0,1195.0,2165.0,,0.0,527.0,,,1678.0,0.0,0.0,4971.0,,2379.0,2.0,0.0,0.0,,283.0,797.0,2459.0,0.0,0.0,19.0,2250.0,0.0,638.0,0.0,,,2582.0,906.0,3410.0,0.0,1538.0,19.0,3324.0,2.0
2014-09,0.0,,,,,,,,,,,,,,14.0,293.0,0.0,0.0,0.0,0.0,0.0,4775.0,,6094.0,,127.0,0.0,127.0,,0.0,1944.0,7309.0,0.0,,0.0,0.0,2721.0,,13115.0,3496.0,1232.0,4067.0,1783.0,0.0,0.0,19.0,4880.0,1136.0,2610.0,,24.0,0.0,1606.0,0.0,3.0,2.0,,0.0,0.0,0.0,,7091.0,,2197.0,3.0,,3.0,0.0,3122.0,952.0,1878.0,,,133.0,640.0,0.0,471.0,,,669.0,1409.0,117.0,2281.0,0.0,,91.0,1891.0,,0.0,0.0,616.0,3241.0,125.0,745.0,51.0,826.0,3414.0,2283.0,0.0,2314.0,,0.0,0.0,139.0,0.0,8.0,,1723.0,,0.0,0.0,0.0,,435.0,0.0,0.0,2193.0,1009.0,,,264.0,495.0,262.0,0.0,0.0,0.0,0.0,166.0,12.0,0.0,,0.0,8210.0,,8184.0,9358.0,0.0,0.0,1253.0,2861.0,,21.0,,1656.0,,0.0,0.0,,245.0,150.0,0.0,,2547.0,23.0,,,11014.0,0.0,,0.0,0.0,,,,8797.0,14.0,88.0,,2563.0,4097.0,,,396.0,4711.0,,316.0,650.0,2730.0,1011.0,,,0.0,,109.0,47.0,,,0.0,0.0,8209.0,607.0,8769.0,148.0,457.0,2.0,2.0,135.0,1.0,6.0,0.0,1072.0,2491.0,,0.0,486.0,,,1556.0,0.0,0.0,4529.0,,2124.0,1.0,0.0,0.0,,243.0,710.0,2175.0,0.0,0.0,25.0,2056.0,0.0,521.0,0.0,,,2749.0,740.0,3266.0,0.0,1317.0,2.0,3071.0,1.0
2014-10,0.0,,,,,,,,,,,,,,19.0,313.0,0.0,0.0,0.0,0.0,0.0,4842.0,,5881.0,,108.0,2.0,114.0,,0.0,1958.0,7040.0,0.0,,0.0,0.0,2731.0,,11971.0,4603.0,1079.0,3504.0,1740.0,0.0,0.0,22.0,4611.0,1119.0,2539.0,,38.0,0.0,1626.0,0.0,18.0,1.0,,0.0,0.0,0.0,,7007.0,,2021.0,3.0,,3.0,0.0,2513.0,889.0,1919.0,,799.0,163.0,661.0,0.0,511.0,,,631.0,1347.0,112.0,2252.0,0.0,,98.0,1963.0,,4.0,0.0,681.0,3470.0,80.0,721.0,50.0,752.0,3230.0,2211.0,0.0,2166.0,,0.0,0.0,119.0,0.0,8.0,,1660.0,,0.0,0.0,0.0,,432.0,0.0,0.0,1945.0,1087.0,,,250.0,463.0,287.0,0.0,0.0,0.0,0.0,154.0,15.0,0.0,,0.0,7980.0,,9512.0,9180.0,0.0,0.0,1279.0,2934.0,,23.0,,1801.0,,0.0,0.0,,209.0,115.0,0.0,,2521.0,28.0,,,10910.0,3.0,,0.0,0.0,,,,9097.0,14.0,105.0,,2292.0,4739.0,32.0,,388.0,4426.0,,298.0,626.0,2694.0,940.0,,,0.0,,102.0,39.0,,,0.0,0.0,8179.0,653.0,8182.0,134.0,416.0,5.0,2.0,165.0,2.0,4.0,0.0,1136.0,2158.0,,0.0,441.0,,,1485.0,0.0,0.0,4698.0,,2303.0,1.0,0.0,0.0,,264.0,771.0,2106.0,0.0,0.0,27.0,2336.0,0.0,461.0,0.0,,,3154.0,728.0,3063.0,0.0,1256.0,4.0,2907.0,4.0
